,Nickname,Visit,Title,Review,Traveler_type,Families
390,dctravel,18-Apr,Bustling Burger Shop - Make a reservation,"The restaurant is packed (booking advisable) but the service remains efficient and friendly and the burgers are excellent. Try the NY cheesecake, it is everything a cheesecake should be as the burger is everything a burger should be. And the decor is nice as well!...More",Friends,
391,244pablop,18-Apr,Excellent ,Make sure to make a reservation because this restaurant is popular - especially before a broadway show.  They truly have the best burgers in NYC and the fries are especially good.  And they have sushi and an excellent drinks.  Can't go wrong!,Solo,
392,Katrin A,18-Apr,One of the best Burger I've ever eaten!!,"We had heard about 5 Napkin Burger but had never been there. Decided to try it after seeing a Broadway show with the family. It is an easy walk from most theaters. 

The restaurant is in a cool space on 9th Avenue and can get...More",Friends,
393,BeneBrun,18-Apr,Fantastic Burger!,"Fantastic burger within Hell’s Kitchen.
You need to be there soon or reserve as it is difficulty to get a table.",Business,
394,juanjod109,18-Apr,Amazing burgers,"We reserved a table online 20 Minuten before we arrived and this is important because there were a  lot of people waiting for a free table.

Because of our Reservation we got a table immediately.
The stuff was so friendly and nice, and also fast....More",Business,
395,Theogeor,18-Apr,Fantastic burgers,"The Burgers at 5 Napkins are so delicious it was incredible! I had the 5 Napkin Burger and it was heavenly! The Sweet potato fries were also very good but also the normal fries were to die for!
As a starter we had the loaded...More",Business,
396,lillianodiva,18-Apr,Be prepared to waddle out,Superb burgers at the heart of union square! You must try either the 5 napkin burger or the truffle burger,Solo,
397,176catherinef,17-Sep,Excellent burger and service every time,One of the best burgers I have ever tasted. While holidaying in NY we wanted to have a nice burger and following the advice from other fellow travellers on Trip Advisor we decided to go th 5 Napkin Burger. The place has very traditional American...More,Families,
398,DonnaLH74,18-Apr,Nice staff,"Burgers a must try, juicy, delicious beef that seems to be ethically sourced so no nasties in your food. The service  is quick, polite and  friendly. Had to cut my burger in half to save room for dessert, which was lovely and delicious... Go, your...More",Couples,
399,rlhh21,18-Apr,Book a table!,I have now been to this restaurant at least 5 times and have recommended it to my friends at least 5 times and every person agrees with me that this place is amazing. The burgers are absolutely delicious!! They have so many different types as...More,Business,
400,brummyfox,18-Apr,5 Napkins Burger .... PERFECTION!,The staff were great and helpful. The food was very good but not hot. The burgers were very good. The fries were awesome.,Business,
401,anyonecooper,18-Apr,Pre-theater,"Booked a table on a Sunday and very glad we did as lots of people were turned away for not booking! The place was very very busy, although not too loud which was nice. The burgers are amazing, cooked perfectly and to individual choice. Staff...More",Families,
402,OlivierG2297,18-Mar,Miserable welcome and painful table assignment,"The best burger I’ve had. Period. Cooked perfectly (they ask how you like it etc when you order). 
The wife had a vegetable burger and she loved that too. 
Good portion sizes. Recommended.",Friends,
403,340khl,18-Mar,"Seriously, the best burger in NY!",All great.  We ordered the five Napkin Burger fries and onion rings. All delicious. Great view of ninth avenue.,Solo,
404,Dudi B,18-Mar,Very good,We had a table reserved for 11 people and for  8:00 PM on March 31st and arrived at 7:45 PM. We only got our table at 8:30 PM and we felt we were too many and specially because we had kids with us. The food...More,Friends,
405,Rachel_OBrien19,18-Mar,Great for meat eaters and Vegetarians,"So, I saw a million reviews for other restaurants that said they had the best burger in NY.  I can't imagine one better than this one.  I'm a proud burger snob.  And find that most restaurants can grill a good burger but they don't season...More",Friends,
406,Amanda C,18-Mar,Saturday night supper for 11 family on a trip to NYC from the UK,"The wait was a little long, but worth it.
Good basic food: hamburgers are good and the variety is satisfying all. The service was quick and good.
I will definitely come back.",Friends,
407,supergirlteacher,18-Mar,Amazing!!,I found this place on a random New York blog and am so glad we went! We went to the one in Hell's Kitchen during a Saturday lunchtime and got seated right away. I had a turkey burger which I was worried might be a...More,Couples,
408,Kookie2014,18-Mar,Delicious fresh cooked burgers,"I booked the Union Square branch a couple of weeks in advance from the UK for 8pm on a Saturday night. I’m very glad I booked as it was packed! 
The 5N burgers were delicious and the sweet potato fries crispy and tastey. The Americans...More",Couples,
409,mpotok,18-Mar,Decent burger place with confused staff,Went here for dinner on our last trip to NYC and SO glad we did!  I actually only found it searching through Trip Advisor so I'm very glad for that!! We made reservations through Open Table (definitely make reservations as it was PACKED!) and were...More,Couples,
410,Emilytravels1978,18-Mar,Hooray for Gluten Free Buns!!  ,"We walled in (e.g) didn't book on a Sunday eve 8.30pm and it was rammed. Lots of choice. Staff really friendly and really liked how staff asked if any allergies, nice touch. Fries don't come with burgers but you get a large portion and burgers...More",Couples,
411,Saira A,18-Mar,Fun place to visit,"Place is “wannabe” hip, food is ok, not bad nor good just ok. Staff is spending more time flirting with each other while you voyeuristicly look at them in desperate need of ketchup. And the crowd is interesting to watch trying so desperately to eat...More",Families,
412,tomasm139,18-Mar,Average burger ,Holla to the chef for including a gluten free bun that is actually capable of being eaten like a normal bun without falling apart or being hard as a rock. For the first time in years I felt as though I was actually eating a...More,Friends,
413,Tennislefty,18-Mar,Not bad,"We has just arrived in NYC, wanted a quick meal before crashing out.  This place was easy to get to from our hotel in Times square about ten minutes walk.  Great vibe, high ceiliings, people enjoying themselves.  We did book beforehand and glad we did...More",Business,
414,mcm6543,18-Mar,Inviting,"Good burger but definitely there are plenty of other options superior to this one. The gluten free bun is NO GOOD, they need to improve it.",Business,
415,terrynev,18-Mar,Great place for burgers,Unfortunately the drinks we 9 women ordered .. all cosmopolitans.. were disappointing .. when you watch a waiter pour simple syrup in a cosmo .. you know your doomed.. however. .. the burger salads were very good.  Korean wing app very salty.. nonetheless.. a good...More,Friends,
416,blynch2016,18-Feb,Great burger place!!,"Visited on March 18, 2018 with a party of 3 with a confirmed reservation.  We were seated right away and the staff we interacted with was friendly, welcoming and efficient.  We all ordered different burgers which were delicious and the onion rings were scrumptious with...More",Friends,
417,Sussexpete,18-Mar,Great burgers,Reserved a table just in case but there didn't seem to be any problem walking in off the street although it was a Monday and very busy. Just note that you can't reserve within an hour of wanting to eat . Staff were friendly and...More,Families,
