,Nickname,Visit,Title,Review,Traveler_type,Restaurant
320,Jean A,18-Aug,Delicious!,"Burger and fries were tasty, we ordered a dessert to share which was massive! The alcoholic drinks are quite strong compared to the UK. Good service too.",Couples,Napkin Burger Hell
321,tigger2594,18-Aug,Good but not cheap,"We had a great dinner here.  Everything we ordered was delicious, from the ahi poke (served nacho style over house made potato chips) and the guacamole appetizers to the burgers -- we got the signature 5N, guac ranch, and truffle -- and cocktails.  Complimentary pickles...More",Friends,Napkin Burger Hell
322,danorat,18-Aug,"Great food, better service ","We had a great meal with 4 beers total in a packed restaurant.

We arrived around 7 And left around 9 and during this time the place didn’t have an empty seat but at the same time no queue.

We had a burger (obviously) and...More",Friends,Napkin Burger Hell
323,13kirke,18-Aug,Never had a chance to order,Best burgers and the service was outstanding!  Great ambiance in the restaurant.  Stopped for lunch on a NY weekend visit.. will definitely return.,Couples,Napkin Burger Hell
324,lipschick,18-Jul,Excellent - great Wings!!,We walked into this establishment based on reviews and sat at the bar. The first tip that the service was non-existent was the stacked up used bar glasses and plates on the bar. We cleared them ourselves since the 3 people behind the bar didn't...More,Friends,Napkin Burger Hell
325,JellybabyProvence,18-Aug,Lunch ,"Probably almost 10 years since our first visit, and it was better than we remember.

We had some buffalo wings for starters, gotta say that they are right up there with the best we’ve ever had.

Then it was burgers. The boy had a Buffalo...More",Friends,Napkin Burger Hell
326,EileenHorgan2010,18-Jul,Delicious burgers-reasonably priced,Loved the decor. Excellent service by friendly and helpful staff.  Burgers were delicious in a tasty bread bun. The brunch nachos were really good. The only thing we didn't like was that the Coca-Cola came from a machine and not a bottle.,Solo,Napkin Burger Hell
327,dondescough,18-Jun,Great eats between shows in Theatre District!,"Our party of 3 were lucky to get an outside table here on Monday night after 9pm. I can recommend their delicious chicken burgers, enjoyed the fires and the hamburgers were reportedly delicious too. Food was reasonably priced. We enjoyed a few cocktails- loved the...More",Solo,Napkin Burger Hell
328,John S,18-Jul,Just ok,My daughters and I needed food between our matinee and our evening performance- This restaurant was in walking distance with plenty of seating.  We hustled out and headed there soon after the show - because of a tripadvisor review- and made it there before the...More,Couples,Napkin Burger Hell
329,327annetter,18-Jul,Burger joint,"We were in NYC for one night only and looking for a good lunch near Times Square.  Went here because of the reviews but were not impressed.  It was ok, but not great.  Decent burger and loved the pickles the bring to the table.  Service...More",Couples,Napkin Burger Hell
330,mr_mojo_risin,18-Jul,"Great burgers, wish I had booked",The atmosphere and food was good. Service was slow but super busy and looked liked short staff.  Waiter was very knowledgeable,Business,Napkin Burger Hell
331,Tanyalouise,18-Jul,Pleasantly surprised.,Went early evening for family meal. Wish had booked as had to wait quite a long time for table. It was a last minute decision. They had loads of tables for 2 people but not for more. Decided to wait and glad did. The burgers...More,Business,Napkin Burger Hell
332,ericng37,18-Jul,Great food,"Thank you so much for dining with us at 5 Napkin Burger in Hell's Kitchen! We're thrilled that you and your family enjoyed your meal. Next time you're planning on visiting the neighborhood, be sure to book a table in advance so you won't have...More",Solo,Napkin Burger Hell
333,Thomas W,18-Jul,Great spot for quick bite.,We called in this restaurant for a quick bite to eat.  We hadn’t booked and although it was very busy there was only a 10 minute wait for a table.  Very nice atmosphere inside and the server was friendly and helpful.  Both the cheeseburger &...More,Solo,Napkin Burger Hell
334,marvina1216,18-Jul,Good food and friendly staff,"We just finished our meal, and it was fantastic. The food was amazing even though the burger itself was overshadowed by the starters. The burger bun was soaked in oil and the cheese was pretty much all over the plate. But, still an overall amazing...More",Families,Napkin Burger Hell
335,LewisM734,18-Jul,"Great service, good food! And vegetarian options",Arrived at the restaurant just prior to our reservation and they sat us right away no problem.  Service was friendly and prompt.  Food was very tasty and hit the spot after our flight in.  Our second time here and it did not disappoint.,Business,Napkin Burger Hell
336,Delanos5,18-Jul,Irene D,"We ate lunch here before a Broadway show on a Wednesday afternoon. We had made reservations, which I would recommend as it was very full. Our server was very sweet and my burger was delicious. 

We received a free dessert because it was the 12th...More",Business,Napkin Burger Hell
337,efexinteriors,18-Jul,This Ain't your regular Hamburger !!! WOW......................,"Visited here whilst visiting NYC. Service was friendly and professional. There are a lot of options for people with no dietary requirements and a few different options for for vegetarians. They serve the impossible burger, a plant based burger which is pretty indistinguishable from meat....More",Solo,Napkin Burger Hell
338,Misterpepito,18-Jul,Good value and ambiance,"Okay.. this place was fun. We went with our 3 teens and they all enjoyed the food. Burgers, chicken sandwich, salad and chicken kabobs all very good. We split the chocolate peanut butter cake. Atmosphere was loud but expected. Had that vintage urban feel. White...More",Business,Napkin Burger Hell
339,TMathieson,18-Jun,Not just a burger joint,"The best reason to visit this place is EVERYTHING !. The namesake burger, an unbelievably  delicious Franco-American handful, features sweet caramelized onions, Comté cheese and herb-infused aioli. And the pickles ..Mmmmmmm....Demand,  everyone at your table to ignore most of the menu, and stick to the...More",Solo,Napkin Burger Hell
340,HappyWondering,18-Jul,Not as good as I remembered,"If you are looking for a place in which you can have a good meal at a good price, 5 Napkin might be worth your visit. Also, a nice selection of wines and cocktails! Would advice them to make the space a bit cleaner in...More",Couples,Napkin Burger Hell
341,891nazaninn,18-Jul,Nice burger. ,"Our meal at 5 Napkin Burger was the best we had on our brief trip to New York.  While you can get amazing burgers (beef, turkey, veal, veggie, even impossible) you are not limited to traditional burger on a bun.  My friend and I ordered...More",Families,Napkin Burger Hell
342,312taraw,18-Jul,Huge Burgers,"I am usually OK with 5 Napkin, but found this visit a bit disappointing.  Uninterested staff, unexceptional food and becoming pricey.  Start of the end for the chain?",Couples,Napkin Burger Hell
343,KAWX2,18-Jun,Nice place away from the crowd of Times Square ,We loved the food and the place. Good service and great location. worth the money spent. will go back for all day breakfast.,Business,Napkin Burger Hell
344,L5249JJkevint,18-Jun,Stupidly noisy. I said STUPIDLY NOISY FFS.,"Burgers were delicious! The restaurant was very loud and crowded and I had a hard time hearing our server. All of the food was very good, though. Got milkshakes to go and they were also delicious!",Business,Napkin Burger Hell
345,zoesbob,18-Jun,Fair,"We visited 5 Napkin Burger after a recommendation from the concierge at our hotel. Great experience, good food, excellent service. It is indeed noisy.",Solo,Napkin Burger Hell
346,tmc-Arizona,18-Jun,"Good food, okay service",We arrived. We shouted at the reservations girl. She shouted at us. We sat at our table. The waiter shouted at us. We shouted at the waiter. We left.,Families,Napkin Burger Hell
347,joev5638,18-Jun,Recommended by our cabbie,"Not as good as reviews 
I don’t know what 5 star reviewers are used to but this was disappointing 
Burger on dry side asked for pink inside got grey
Fry less than average
Got this place off my to do list",Solo,Napkin Burger Hell
348,rarouesty,18-Jun,Great Burgers,"The food was very good, not great, but very good.  My wife ordered the Greens & Grains salad which was tasty - recommend ordering extra dressing.  I ordered the Classic Cheese Burger, also very tasty.  The meet was fresh and cooked to order.  I ordered...More",Friends,Napkin Burger Hell
